date;PM10;NO2;O3;SO2;PM25;CO;TEMP;DV;PP;PA;VV;RS;UR;NOx;NO
13/10/2019 13:30;;6,98;;;9;0,195;33,6;3,43;0;910,96;2,88;869,34;23;;
13/10/2019 14:30;;8,97;;;17;0,207;34,33;347,43;0;910,35;2,6;711,39;19;;
13/10/2019 15:30;;8,94;;;18;0,213;34,07;351,19;0;910,07;2,64;498,77;21;;
13/10/2019 16:30;;10,02;;;23;0,226;32,92;354,12;0;910,02;2,5;271,69;22;;
13/10/2019 17:30;;12,31;;;28;0,225;30,1;12,09;0;910,22;2,27;57,84;27;;
13/10/2019 18:30;;13,05;;;26;0,234;27,14;22,13;0;910,96;2,26;;34;;
13/10/2019 19:30;;12,26;;;35;0,242;25,87;25,79;0;911,59;2,27;;39;;
13/10/2019 20:30;;8,07;;;36;0,255;24,73;16,68;0;912,13;2,02;;43;;
13/10/2019 21:30;;5,95;;;24;0,189;23,62;15,7;0;912,55;1,48;;46;;
13/10/2019 22:30;;4,57;;;20;0,172;22,6;4,91;0;912,72;1,21;;49;;
13/10/2019 23:30;;2,05;;;13;0,118;22,24;37,58;0;912,44;1,93;;51;;
14/10/2019 00:30;;0,93;;;17;0,11;21,62;39,36;0;912,05;1,41;;54;;
14/10/2019 01:30;;0,61;;;15;0,1;21,13;73,91;0;911,75;1,37;;;;
14/10/2019 02:30;;0,57;;;18;;20,96;77,54;0;911,38;1,54;;56;;
14/10/2019 03:30;;0,54;;;22;;20,99;72,34;0;911,25;2,07;0;56;;
14/10/2019 04:30;;0,68;;;13;;20,44;42,81;0;911,65;1,89;0;59;;
14/10/2019 05:30;;2,95;;;23;0,109;20,1;22,22;0;912,23;2,07;4,84;61;;
14/10/2019 06:30;;7,14;;;18;0,135;21,17;17,88;0;912,72;2,3;163,35;59;;
14/10/2019 07:30;;20,14;;;19;0,211;23,84;5,28;0;913,28;2,26;388,15;53;;
14/10/2019 08:30;;22,49;;;23;0,272;25,28;350,69;0;913,63;2,87;597,16;50;;
14/10/2019 09:30;;17,04;;;23;0,245;26,27;347,76;0;913,63;3,13;781,43;48;;
14/10/2019 10:30;;12,32;;;10;0,243;27,59;348,04;0;913;2,75;902;43;;
14/10/2019 11:30;;16,96;;;18;0,29;29,79;341,75;0;911,97;2,59;953,25;38;;
14/10/2019 12:30;;14,72;;;20;0,274;31,49;349,78;0;910,87;2,97;940,55;32;;
14/10/2019 13:30;;15,66;;;19;0,27;33,06;347,74;0;909,78;2,66;863,47;25;;
14/10/2019 14:30;;15,98;;;9;0,257;34,09;353,9;0;909,1;2,77;712,61;17;;
14/10/2019 15:30;;9,6;;;26;0,222;33,64;43,94;0;908,8;2,88;503,94;13;;
14/10/2019 16:30;;12,2;;;38;0,266;32,19;115,63;0;908,96;2,66;259;19;;
14/10/2019 17:30;;18,36;;;20;0,248;29,82;164,31;0;909,57;2,23;54,29;24;;
14/10/2019 18:30;;18,99;;;13;0,21;27,15;32,67;0;910,32;1,89;;34;;
14/10/2019 19:30;;29,88;;;11;0,279;25,64;347,83;0;910,71;1,44;;38;;
14/10/2019 20:30;;15,88;;;13;0,198;24,89;351,61;0;911,11;1,56;;38;;
14/10/2019 21:30;;16,15;;;20;0,269;23,79;351,72;0;911,47;1,37;;42;;
14/10/2019 22:30;;3,36;;;11;0,144;23,15;19,7;0;911,77;1,64;;43;;
14/10/2019 23:30;;2,11;;;13;;22,72;39,25;0;911,89;1,62;;44;;
15/10/2019 00:30;;0,83;;;19;0,105;22,46;57,2;0;911,9;1,93;;43;;
15/10/2019 01:30;;0,64;;;16;0,114;21,89;59,36;0;911,54;1,45;;45;;
15/10/2019 02:30;;0,61;;;12;;21,73;56,27;0;911,29;1,71;;45;;
15/10/2019 03:30;;0,72;;;14;;20,88;20,65;0;911,43;1,11;0;47;;
15/10/2019 04:30;;0,7;;;13;;20,17;60,14;0;912,06;1;0;50;;
15/10/2019 05:30;;3,08;;;9;0,102;19,46;101,41;0;912,79;0,89;6,93;53;;
15/10/2019 06:30;;12,03;;;30;0,177;21,65;37,1;0;913,38;1,33;156,23;48;;
15/10/2019 07:30;;21,48;;;26;0,251;24,6;22,69;0;913,94;2,03;376,73;41;;
15/10/2019 08:30;;28,36;;;27;0,336;26,68;350,25;0;914,49;1,75;587,85;38;;
15/10/2019 09:30;;26,58;;;28;0,414;28,22;343,89;0;914,44;2,37;767,9;36;;
15/10/2019 10:30;;18,53;;;25;0,397;29,43;351,36;0;914,11;2,02;881,97;34;;
15/10/2019 11:30;;11,94;;;13;0,336;30,81;8,12;0;913,09;2,21;934,86;30;;
15/10/2019 12:30;;7,6;;;16;0,274;32,22;65,23;0;912,08;2,78;947,14;23;;
15/10/2019 13:30;;;;;;;;;;;;;;;
15/10/2019 14:30;;9,72;;;23;0,275;33,31;134,09;0;910,23;2,76;692,88;19;;
15/10/2019 15:30;;11,73;;;36;0,312;33,15;122,17;0;910,05;2,46;480;19;;
15/10/2019 16:30;;12,44;;;31;0,299;31,89;95,84;0;910,3;2,46;245,25;21;;
15/10/2019 17:30;;15,59;;;16;0,233;29,44;28,86;0;910,84;2,3;57,39;26;;
15/10/2019 18:30;;17;;;22;0,214;26,92;49,92;0;911,76;1,91;;31;;
15/10/2019 19:30;;16,04;;;16;0,221;25,53;21,55;0;912,42;1,3;;34;;
15/10/2019 20:30;;13,47;;;29;0,255;24,69;12,93;0;912,87;1,21;;36;;
15/10/2019 21:30;;9,42;;;41;0,313;24,22;63,61;0;913,56;1,58;;39;;
15/10/2019 22:30;;4,95;;;62;0,378;23,07;122,12;0;913,57;1,93;;45;;
15/10/2019 23:30;;4,32;;;47;0,325;22,56;102,82;0;913,03;1,6;;50;;
16/10/2019 00:30;;1,28;;;36;0,252;22,22;49,63;0;912,72;1,55;;53;;
16/10/2019 01:30;;0,58;;;24;0,162;22,2;34,34;0;912,51;2,74;;53;;
16/10/2019 02:30;;0,48;;;18;0,122;21,34;44,03;0;912,62;3,07;;59;;
16/10/2019 03:30;;0,51;;;18;0,113;20,78;45,79;0;912,94;2,8;0;63;;
16/10/2019 04:30;;0,8;;;23;0,12;20,29;15,11;0;913,41;2,29;0;67;;
16/10/2019 05:30;;1,84;;;20;0,124;20,04;36,48;0;913,88;2,51;6,94;68;;
16/10/2019 06:30;;5,35;;;26;0,153;21,27;36,11;0;914,54;2,5;151,66;66;;
16/10/2019 07:30;;;;;;;23,45;22,61;;915,51;3,11;407,07;60;;
16/10/2019 08:30;;12,69;;;36;0,225;24,47;18,52;0;915,88;3,18;515,08;57;;
16/10/2019 09:30;;;;;;;;;;;;;;;
16/10/2019 10:30;;15,56;;;54;0,329;28,08;358,38;0;914,9;2,96;748,89;43;;
16/10/2019 11:30;;;;;;;;;;;;;;;
16/10/2019 12:30;;18,27;;;52;0,342;30,37;6,98;0;913,42;2,25;707,89;34;;
16/10/2019 13:30;;20,67;;;54;0,393;31,36;345,64;0;912,23;2,21;765,36;30;;
16/10/2019 14:30;;11,05;;;24;0,238;31,51;16,57;0;911,41;2,43;565,37;28;;
16/10/2019 15:30;;16,4;;;27;0,272;31,39;17,55;0;911,15;2,34;401,84;28;;
16/10/2019 16:30;;15,99;;;29;0,265;30,5;23,27;0;911,19;2,49;212,37;31;;
16/10/2019 17:30;;;;;;;;;;;;;;;
16/10/2019 18:30;;18,75;;;16;0,194;26,66;33,49;0;911,92;2,19;;37;;
16/10/2019 19:30;;31,62;;;60;0,434;25,66;21,37;0;912,63;1,75;;;;
16/10/2019 20:30;;19,39;;;98;0,593;25,05;21,28;0;913,34;2,06;;40;;
16/10/2019 21:30;;8,32;;;64;0,343;24,52;49,83;0;913,92;2,29;;40;;
16/10/2019 22:30;;4,65;;;64;0,338;23,92;39,75;0;914,19;2,27;;42;;
16/10/2019 23:30;;7,12;;;60;0,346;23,31;355,33;0;914;1,55;;45;;
17/10/2019 00:30;;2,32;;;37;0,24;22,51;21,08;0;913,61;1,36;;48;;
17/10/2019 01:30;;1,12;;;32;0,189;22,7;32,38;0;913,42;2,47;;48;;
17/10/2019 02:30;;0,91;;;35;0,179;21,81;31,45;0;913,13;2,45;;53;;
17/10/2019 03:30;;0,9;;;36;0,198;21;49,97;0;913,34;2,9;0;59;;
17/10/2019 04:30;;0,87;;;30;0,179;20,35;30,27;0;913,81;1,88;0;64;;
17/10/2019 05:30;;3,05;;;24;0,155;19,9;19,58;0;914,06;1,86;7,37;67;;
17/10/2019 06:30;;;;;30;;;;;;;;;;
17/10/2019 07:30;;16,77;;;27;0,243;22,86;3,49;0;915,04;2,77;363,8;57;;
17/10/2019 08:30;;15,03;;;41;0,304;24,55;21,12;0;915,36;2,96;567,43;51;;
17/10/2019 09:30;;14,14;;;36;0,291;26,64;1,6;0;915,29;3,26;749,06;42;;
17/10/2019 10:30;;14,87;;;39;0,287;29,02;358,63;0;914,9;2,72;871,97;35;;
17/10/2019 11:30;;15,32;;;35;0,29;30,36;8,36;0;914,41;2,67;882,86;32;;
17/10/2019 12:30;;19,56;;;26;0,279;31,99;341,17;0;913,75;3,16;939,04;25;;
17/10/2019 13:30;;17,88;;;21;0,246;32,76;341,19;0;912,71;2,86;859,19;18;;
17/10/2019 14:30;;19,13;;;28;0,308;33,53;338,46;0;912,14;2,17;696,63;16;;
17/10/2019 15:30;;19,57;;;43;0,339;33,25;1,83;0;912,08;2;469,5;15;;
17/10/2019 16:30;;27,33;;;41;0,322;31,97;354,12;0;911,89;1,82;212,85;17;;
17/10/2019 17:30;;33,19;;;35;0,332;29,73;356,09;0;912,28;2,06;47,7;22;;
17/10/2019 18:30;;19,26;;;34;0,317;27,45;51,65;0;912,46;2,4;0,02;28;;
17/10/2019 19:30;;22,99;;;62;0,448;26,17;29,91;0;912,7;2,52;;29;;
17/10/2019 20:30;;13,88;;;85;0,477;24,94;35,83;0;913,04;2,66;;30;;
17/10/2019 21:30;;10,7;;;70;0,404;24,01;16,98;0;913,51;2,09;;33;;
17/10/2019 22:30;;5,36;;;67;0,399;23,18;31,81;0;913,45;1,87;;36;;
17/10/2019 23:30;;5,5;;;50;0,381;22,5;30,59;0;913,03;1,64;;41;;
18/10/2019 00:30;;1,7;;;55;0,336;22,43;50,64;0;912,8;2;;44;;
18/10/2019 01:30;;1,39;;;52;0,342;21,76;73,69;0;912,61;1,5;;46;;
18/10/2019 02:30;;1,23;;;45;0,289;21,01;115,82;0;912,37;1,37;;50;;
18/10/2019 03:30;;1,2;;;34;0,274;20,81;62,45;0;912,45;1,72;0;51;;
18/10/2019 04:30;;1,19;;;39;0,265;20,8;41,14;0;912,61;1,67;0;51;;
18/10/2019 05:30;;;;;;;;;;;;;;;
18/10/2019 06:30;;7,82;;;29;0,234;22,5;59,41;0;913,55;1,77;167,78;46;;
18/10/2019 07:30;;31,58;;;27;0,366;25,67;355,55;0;914,23;1,91;379,37;38;;
18/10/2019 08:30;;33,41;;;40;0,422;27,69;353,22;0;914,39;2;584,22;33;;
18/10/2019 09:30;;34,62;;;49;0,445;29,53;345,08;0;914,29;2,28;758,62;27;;
18/10/2019 10:30;;27,98;;;49;0,441;30,82;337,66;0;913,78;2,19;873,36;23;;
18/10/2019 11:30;;30,52;;;35;0,441;32,68;326,23;0;913,32;1,78;924,36;18;;
18/10/2019 12:30;;27,01;;;33;0,436;33,51;314,07;0;912,52;2,08;907,4;18;;
18/10/2019 13:30;;26,06;;;42;0,427;34,34;327,83;0;911,62;1,72;802,27;17;;
18/10/2019 14:30;;26,37;;;40;0,435;34,09;328,95;0;910,9;1,4;420,35;17;;
18/10/2019 15:30;;17,61;;;48;0,383;32,56;167,71;0;910,38;1,72;176,47;19;;
18/10/2019 16:30;;36,26;;;46;0,453;32,05;295,13;0;910,24;0,91;113,18;21;;
18/10/2019 17:30;;37,23;;;77;0,531;30,73;10,99;0;910,09;1,06;36,52;23;;
18/10/2019 18:30;;35,1;;;113;0,695;28,88;60,77;0;909,79;1,64;0,01;27;;
18/10/2019 19:30;;36,33;;;105;0,756;27,41;26,2;0;909,97;0,64;;30;;
18/10/2019 20:30;;29,15;;;70;0,726;26,03;20,22;0;910,65;0,56;;35;;
18/10/2019 21:30;;12,43;;;52;0,511;25,84;143,78;0;911,31;1,24;;38;;
18/10/2019 22:30;;6,28;;;72;0,572;24,95;108,65;0;911,52;0,81;;42;;
18/10/2019 23:30;;5,57;;;59;0,507;24,47;158,79;0;911,39;1,32;;;;
19/10/2019 00:30;;2,32;;;60;0,465;24,14;128,55;0;911;1,52;;44;;
19/10/2019 01:30;;2,53;;;77;0,514;23,7;234,25;0;910,54;0,65;;44;;
19/10/2019 02:30;;3,28;;;64;0,484;22,5;245,07;0;910,12;0,23;;48;;
19/10/2019 03:30;;2,17;;;71;0,463;22,24;183,01;0;909,99;0,96;0;49;;
19/10/2019 04:30;;1,8;;;50;0,332;22,56;197,23;0;910,54;0,99;0;48;;
19/10/2019 05:30;;4,53;;;54;0,33;22,05;135,58;0;911,27;1,12;11,27;50;;
19/10/2019 06:30;;9,34;;;62;0,335;24,32;147,23;0;911,67;1,88;145,86;42;;
19/10/2019 07:30;;15,75;;;65;0,4;26,93;104,31;0;912,27;1,83;343,48;36;;
19/10/2019 08:30;;17,23;;;72;0,439;29,29;35,52;0;912,3;1,83;557,19;31;;
19/10/2019 09:30;;16,86;;;58;0,435;31,28;354,12;0;912,14;1,58;714,4;27;;
19/10/2019 10:30;;14,68;;;48;0,439;32,57;356,07;0;911,51;1,86;815,13;27;;
19/10/2019 11:30;;16,61;;;52;0,458;33,53;342,98;0;910,77;1,62;658,27;26;;
19/10/2019 12:30;;24,67;;;45;0,453;33,08;324,09;0;909,8;2,09;465,27;26;;
19/10/2019 13:30;;13,79;;;24;0,351;34;316,12;0;908,71;2,22;724,81;25;;
19/10/2019 14:30;;18,07;;;24;0,344;35,34;306,9;0;907,93;2,31;669,2;23;;
19/10/2019 15:30;;18,08;;;31;0,368;34,66;308,46;0;907,47;2,21;373,75;24;;
19/10/2019 16:30;;29,03;;;33;0,383;32,14;311,14;0;907,39;2,78;112,68;29;;
19/10/2019 17:30;;23,53;;;36;0,34;30,68;296,67;0;907,85;3,36;62,08;36;;
19/10/2019 18:30;;11,31;;;27;0,298;25,33;190,42;0;909,26;3,08;0,06;55;;
19/10/2019 19:30;;7,48;;;19;0,219;23,04;175,02;0;910,1;3,2;;65;;
19/10/2019 20:30;;5,09;;;20;0,193;22,36;133,56;0;910,66;3,16;;66;;
19/10/2019 21:30;;4,49;;;14;0,174;22,13;28,04;0;910,66;1,99;;65;;
19/10/2019 22:30;;3,06;;;14;0,169;23;157,27;0;910,57;1,6;;59;;
19/10/2019 23:30;;2,96;;;16;0,14;23,24;123,31;0;910,19;1,39;;56;;
20/10/2019 00:30;;1,17;;;17;0,104;22,24;143,69;0;909,89;2,41;;62;;
20/10/2019 01:30;;1,02;;;8;;21,47;153,58;0;909,5;2,38;;66;;
20/10/2019 02:30;;0,59;;;10;;21,28;174,09;0;909,06;2,61;;67;;
20/10/2019 03:30;;0,46;;;9;;21,1;153,46;0;908,93;2,1;0;66;;
20/10/2019 04:30;;;;;13;;;;;;;;;;
20/10/2019 05:30;;2,04;;;10;;20,12;13,95;0;909,54;1,38;13,48;70;;
20/10/2019 06:30;;2,93;;;10;;20,97;92,53;0;910,18;1,92;115;68;;
20/10/2019 07:30;;6,65;;;13;;22,86;21,31;0;911,17;2,16;293,13;63;;
20/10/2019 08:30;;4,51;;;12;;25,59;17,74;0;911,27;2,24;551,02;55;;
20/10/2019 09:30;;5,44;;;17;0,118;27,93;15,3;0;910,65;1,91;753,92;48;;
20/10/2019 10:30;;4,89;;;28;0,163;29,24;16,04;0;910,1;2,12;894,44;45;;
20/10/2019 11:30;;6,63;;;20;0,211;30,64;353,85;0;909,44;2,25;940,51;42;;
20/10/2019 12:30;;10,35;;;28;0,249;31,41;332,96;0;908,63;1,84;520,33;40;;
20/10/2019 13:30;;8,54;;;21;0,239;31,16;351,91;0;907,71;2,01;628,13;40;;
20/10/2019 14:30;;;;;;;;;;;;;;;
20/10/2019 15:30;;6,22;;;28;0,221;29,93;156,23;0;906,3;2,04;127,69;42;;
20/10/2019 16:30;;9,65;;;27;0,202;29,29;24,95;0;906,41;1,76;74,48;44;;
20/10/2019 17:30;;7,33;;;14;0,155;28,43;96,24;0;906,79;1,81;42,33;47;;
20/10/2019 18:30;;8,13;;;20;0,162;26,42;63,21;0;907,21;1,74;;54;;
20/10/2019 19:30;;5,67;;;15;0,12;25,18;110,28;0;907,74;1,92;;58;;
20/10/2019 20:30;;4,66;;;17;0,118;24,62;40,24;0;907,98;1,69;;59;;
20/10/2019 21:30;;3,23;;;16;;23,97;101,6;0;908,59;1,63;;61;;
20/10/2019 22:30;;1,78;;;13;;23,43;60,51;0;908,69;1,48;;63;;
20/10/2019 23:30;;1,44;;;27;0,135;23,34;32,46;0;908,57;2,38;;64;;
21/10/2019 00:30;;0,71;;;27;0,127;22,88;22,09;0;908,21;1,92;;65;;
21/10/2019 01:30;;0,73;;;28;0,11;22,47;16,32;0;907,46;1,93;;66;;
21/10/2019 02:30;;0,71;;;30;0,1;22,13;3,82;0;906,78;1,79;;66;;
21/10/2019 03:30;;1,1;;;38;0,111;21,4;354,85;0;907,19;1,8;0;69;;
21/10/2019 04:30;;1,02;;;31;0,106;20,94;13,94;0;907,9;1,74;0;71;;
21/10/2019 05:30;;2,36;;;24;0,116;20,91;41,04;0;907,88;1,96;9,62;72;;
21/10/2019 06:30;;10,91;;;30;0,17;21,84;42,36;0;908,35;1,33;114,28;69;;
21/10/2019 07:30;;31,15;;;42;0,316;23,48;347,75;0;908,84;2,02;238,56;64;;
21/10/2019 08:30;;24,04;;;37;0,302;25,3;359,34;0;909,51;1,63;431,49;58;;
21/10/2019 09:30;;31,5;;;38;0,414;25,84;335,66;0;909,64;2,16;298,51;57;;
21/10/2019 10:30;;31,3;;;38;0,44;24,99;329,73;0;909,29;2,68;92,73;59;;
21/10/2019 11:30;;29,05;;;43;0,498;25,62;324,91;0;909,38;3,47;335,63;59;;
21/10/2019 12:30;;26,93;;;26;0,413;26,73;327,49;0;908,55;3,59;401,46;56;;
21/10/2019 13:30;;26,9;;;31;0,413;25,91;325,38;0;907,72;3,33;246,49;59;;
21/10/2019 14:30;;;;;;;;;;;;;;;
21/10/2019 15:30;;36,56;;;27;0,449;27,35;324,57;0;905,63;1,62;324,7;53;;
21/10/2019 16:30;;40,92;;;23;0,452;26,61;332,72;0;905,7;2,15;138,5;54;;
21/10/2019 17:30;;51,85;;;27;0,527;25,36;334,4;0;905,71;2,2;21,2;57;;
21/10/2019 18:30;;47,35;;;31;0,498;23,89;294,78;0;906,57;1,49;;66;;
21/10/2019 19:30;;33,15;;;31;0,448;22,91;236,65;0;907,52;1,52;;72;;
21/10/2019 20:30;;26,54;;;37;0,413;22,84;61,69;0;908,1;0,57;;72;;
21/10/2019 21:30;;19,66;;;31;0,402;22,9;344,45;0;908,21;1,16;;69;;
21/10/2019 22:30;;6,58;;;26;0,297;22,17;15,91;0;908,65;1,01;;73;;
21/10/2019 23:30;;6,67;;;30;0,278;21,3;157,8;0;908,64;1,16;;;;
22/10/2019 00:30;;3,14;;;24;0,248;21,15;340,53;0;908,29;1,13;;78;;
22/10/2019 01:30;;2,25;;;26;0,215;21,07;348,68;0;907,94;0,48;;78;;
22/10/2019 02:30;;2,35;;;23;0,205;20,56;330,61;0,6;907,18;0,3;;85;;
22/10/2019 03:30;;1,71;;;24;0,203;20,08;353,23;0;906,51;1,01;0;89;;
22/10/2019 04:30;;3,07;;;29;0,211;19,82;353,95;0;906,68;0,81;0;89;;
22/10/2019 05:30;;9,18;;;34;0,304;19,84;338,09;0;907,46;1,11;12,58;88;;
22/10/2019 06:30;;20,85;;;43;0,469;20,88;336,32;0;908,13;1,37;122,82;84;;
22/10/2019 07:30;;40,5;;;34;0,566;23,08;339,98;0;908,46;1,53;227,93;73;;
22/10/2019 08:30;;29,74;;;29;0,429;24,54;353,97;0;908,86;1,55;439,72;66;;
22/10/2019 09:30;;33,23;;;32;0,458;26,04;338,22;0;908,93;1,76;444,73;60;;
22/10/2019 10:30;;33,37;;;28;0,45;26,18;328,89;0;908,93;1,69;288,45;57;;
22/10/2019 11:30;;37,56;;;27;0,457;27,3;316,12;0;908,66;2,06;525,36;51;;
22/10/2019 12:30;;31,23;;;22;0,362;29,07;319,44;0;907,9;2,2;553,51;45;;
22/10/2019 13:30;;29,91;;;20;0,36;29,19;309,91;0;907,46;2,55;396,93;44;;
22/10/2019 14:30;;28,81;;;11;0,329;29,48;316,06;0;906,72;3,08;520,15;44;;
22/10/2019 15:30;;26,77;;;16;0,318;30,09;319,32;0;906,35;3,15;386,47;39;;
22/10/2019 16:30;;;;;;;;;;;;;;;
22/10/2019 17:30;;45,79;;;15;0,366;27,28;303,84;0;907,15;2,46;9,14;47;;
22/10/2019 18:30;;35,37;;;;0,32;26,34;279,34;0;907,21;1,54;;51;;
22/10/2019 19:30;;23,48;;;16;0,266;25,23;157,09;0;907,73;1,74;;55;;
22/10/2019 20:30;;16,01;;;16;0,254;23,85;358,44;0;908,73;1,43;0;64;;
22/10/2019 21:30;;4,6;;;12;0,169;22,95;62,56;0;909,36;1,76;0;67;;
22/10/2019 22:30;;3,23;;;18;0,185;22,17;22,78;0;909,96;1,63;;72;;
22/10/2019 23:30;;2,41;;;11;0,135;21,69;62,35;0;909,7;1,4;0,01;73;;
23/10/2019 00:30;;0,78;;;14;0,103;21,39;60,91;0;909,36;1,51;0,01;;;
23/10/2019 01:30;;0,61;;;19;;21,01;103,11;0;908,8;1,69;;74;;
23/10/2019 02:30;;0,52;;;13;;20,56;67,29;0;908,59;1,77;;74;;
23/10/2019 03:30;;0,4;;;7;;20,05;83,93;0;908,82;1,59;0;75;;
23/10/2019 04:30;;0,58;;;14;;19,75;88,59;0;909,46;1,34;0;76;;
23/10/2019 05:30;;3,08;;;10;;19,75;117,02;0;909,91;1,21;15,66;76;;
23/10/2019 06:30;;7,57;;;12;;20,94;101,01;0;910,69;1,55;99,6;72;;
23/10/2019 07:30;;14,02;;;14;0,139;21,93;120,38;0;911,54;2,06;189,81;69;;
23/10/2019 08:30;;14,38;;;9;0,185;24,01;111,22;0;912,33;2,05;427,63;63;;
23/10/2019 09:30;;;;;;;;;;;;;;;
23/10/2019 10:30;;13,94;;;15;0,266;28;350,56;0;911,69;1,91;722,07;52;;
23/10/2019 11:30;;16,33;;;11;0,29;29,39;350,87;0;911,51;2,12;770,75;47;;
23/10/2019 12:30;;13,23;;;16;0,268;30,36;355,08;0;910,49;1,76;694,51;42;;
23/10/2019 13:30;;20,23;;;12;0,306;31,82;330,83;0;909,47;1,93;700,01;38;;
23/10/2019 14:30;;17,77;;;14;0,29;30,38;356,87;0;908,68;2,29;298,52;44;;
23/10/2019 15:30;;13,68;;;20;0,259;29,91;25,02;0;908,57;2,45;268,43;45;;
23/10/2019 16:30;;10,39;;;16;0,22;27,55;17,59;0;908,66;2,2;84,05;52;;
23/10/2019 17:30;;10,61;;;14;0,189;25,56;46,62;0;909,14;2,36;10,42;58;;
23/10/2019 18:30;;16,17;;;11;0,206;24,35;23,23;0;910,25;2,19;;62;;
23/10/2019 19:30;;11,95;;;12;0,149;23,51;13,82;0;911,09;2,34;;65;;
23/10/2019 20:30;;8,75;;;9;0,127;23,16;2,08;0;911,77;2,39;;67;;
23/10/2019 21:30;;7,28;;;9;0,136;22,44;353,52;0;912,59;2,26;;70;;
23/10/2019 22:30;;2,93;;;10;;21,64;11,85;0;912,95;2,6;;69;;
23/10/2019 23:30;;2;;;6;;20,87;17,62;0;912,82;2,53;;72;;
24/10/2019 00:30;;0,59;;;1;;20,46;18,62;0;912,29;3,29;;74;;
24/10/2019 01:30;;0,5;;;4;;20,39;12,83;0;912,15;2,41;0;73;;
24/10/2019 02:30;;0,5;;;4;;20,53;11,23;0;911,86;2,24;0;73;;
24/10/2019 03:30;;0,55;;;2;;20,33;8,08;0;911,84;1,92;0,01;74;;
24/10/2019 04:30;;0,72;;;;;20,3;16,23;0;912,06;2,46;0;74;;
24/10/2019 05:30;;2,27;;;9;;20,1;35,07;0;912,27;2,37;12,78;75;;
24/10/2019 06:30;;7,15;;;5;;20,9;31,82;0;912,68;2,18;99,93;72;;
24/10/2019 07:30;;16;;;4;0,122;22,49;14,87;0;913,14;2,26;268,55;67;;
24/10/2019 08:30;;13,22;;;11;0,141;24,53;5,77;0;913,72;2,56;427,29;61;;
24/10/2019 09:30;;11,46;;;8;0,155;25,36;16,38;0;913,78;2,35;465,24;58;;
24/10/2019 10:30;;9,91;;;8;0,184;26,56;24,65;0;913,6;2,5;670,85;54;;
24/10/2019 11:30;;15,89;;;14;0,235;27,71;346,32;0;913,24;2,1;593,17;51;;
24/10/2019 12:30;;13,67;;;12;0,241;29,86;341,03;0;912,19;2,01;866,02;45;;
24/10/2019 13:30;;18,25;;;9;0,278;29,72;337,73;0;911,25;2,04;519,73;43;;
24/10/2019 14:30;;26,1;;;13;0,34;30,74;333,67;0;910,3;1,74;447,54;40;;
24/10/2019 15:30;;20,81;;;10;0,264;29,65;0,4;0;910,2;1,88;258,46;43;;
24/10/2019 16:30;;14,43;;;13;0,211;28,71;18,09;0;909,97;2,02;153,85;46;;
24/10/2019 17:30;;20,06;;;13;0,215;27,29;8,56;0;910,18;1,95;40,03;50;;
24/10/2019 18:30;;21,41;;;8;0,194;25,62;14,22;0;911,08;2,09;0,2;55;;
24/10/2019 19:30;;13,09;;;6;0,124;24,67;7,05;0;911,67;2,31;0;59;;
24/10/2019 20:30;;8,67;;;4;0,101;23,65;3,76;0;912,45;2,28;;63;;
24/10/2019 21:30;;6,09;;;8;;22,83;4,78;0;913,06;2,24;0,01;67;;
24/10/2019 22:30;;3,73;;;7;;22,16;3,64;0;912,87;1,94;0,01;69;;
24/10/2019 23:30;;5,01;;;8;;21,45;5,36;0;912,44;1,13;;71;;
25/10/2019 00:30;;2,8;;;7;;20,9;345,71;0;911,82;1,6;0;73;;
25/10/2019 01:30;;1,08;;;13;;20,48;29,52;0;911,12;1,5;0;75;;
25/10/2019 02:30;;0,79;;;8;;20,64;167,01;0;911,28;2,08;0,01;74;;
25/10/2019 03:30;;1,3;;;5;;20,65;352,19;0;911,2;0,91;0,01;73;;
25/10/2019 04:30;;1,11;;;7;;20,19;179,12;0;911,67;0,92;0,02;75;;
25/10/2019 05:30;;7,35;;;14;;20;357,43;0;912,05;0,87;14,36;76;;
25/10/2019 06:30;;22,81;;;15;0,335;21,38;341,07;0;912,79;0,74;102,8;72;;
25/10/2019 07:30;;37,84;;;17;0,396;24,85;336,14;0;913,41;0,92;338,87;59;;
25/10/2019 08:30;;34,73;;;12;0,366;27,45;336,85;0;913,81;1,1;489,09;50;;
25/10/2019 09:30;;35;;;9;0,422;29,46;324,38;0;913,66;1,42;703,25;46;;
25/10/2019 10:30;;31,64;;;19;0,407;30,11;330,1;0;913,21;1,75;605,79;44;;
25/10/2019 11:30;;29,46;;;21;0,403;30,94;315;0;912,79;1,61;613,63;41;;
25/10/2019 12:30;;36,96;;;25;0,441;32,17;331,01;0;911,6;1,79;663,88;37;;
25/10/2019 13:30;;31,84;;;17;0,404;32,56;338,11;0;910,74;1,49;449,3;34;;
25/10/2019 14:30;;25,11;;;20;0,347;34,42;338,41;0;910,02;1,92;587,44;29;;
25/10/2019 15:30;;15,7;;;11;0,249;31,12;34,89;0;909,71;2,46;78,36;38;;
25/10/2019 16:30;;22,99;;;22;0,383;25,54;233,15;8,2;909,89;1,57;18,83;68;;
25/10/2019 17:30;;49,28;;;16;0,724;23,6;217,98;0,8;910,2;0,74;72,8;83;;
25/10/2019 18:30;;54,99;;;22;0,989;23,03;235,82;0;910,21;0,38;0,32;84;;
