date;PM10;NO2;O3;SO2;PM25;CO;TEMP;DV;PP;PA;VV;RS;UR;NOx;NO
01/01/2019 00:30;29;3,37;15,43;0,74;;0,934;20,05;33,75;0;911,75;0,28;0;90;;
01/01/2019 01:30;24;3,19;15,13;0,75;;0,899;19,76;40,44;0;911,42;0,38;0;91;;
01/01/2019 02:30;18;2,81;14,53;0,74;14;0,925;19,69;114,7;0;911,39;0,31;0;91;;
01/01/2019 03:30;14;2,87;15,34;0,76;11;0,903;20,25;26,4;0;911,44;0,81;0;89;;
01/01/2019 04:30;11;2;15,14;0,7;9;0,665;20,32;36,08;1,6;911,92;1,09;0;87;;
01/01/2019 05:30;;3,58;40,82;1,75;;0,668;19,57;23,82;0,2;912,56;1,92;0;93;;
01/01/2019 06:30;;10,17;75,25;3,61;;0,686;19,17;3,53;8,6;913,43;1,56;0,79;95;;
01/01/2019 07:30;;16,38;139,75;6,33;;0,664;19,2;74,79;0,4;914,25;0,65;23,85;96;;
01/01/2019 08:30;5;18,49;137,41;6,19;;0,643;19,58;40,6;2,2;914,85;0,57;57,58;96;;
01/01/2019 09:30;5;13,64;133,75;5,89;4;0,649;19,64;23,36;2,8;915,34;0,94;87,1;95;;
01/01/2019 10:30;6;10,6;157,66;5,63;5;0,624;20,53;80,11;0,4;915,56;0,79;251,22;94;;
01/01/2019 11:30;9;9,77;152,19;5,51;;0,618;23,5;19,07;0;915,13;0,97;597,25;80;;
01/01/2019 12:30;7;8,28;159,29;5,64;6;0,587;26,04;13,49;0;914,6;1,57;867,19;66;;
01/01/2019 13:30;8;7,8;170,66;5,58;6;0,567;27,34;341,19;0;914,08;1,85;539,99;62;;
01/01/2019 14:30;6;12,72;171,59;5,9;;0,611;22,13;334,25;0,2;914,03;2,66;204,29;81;;
01/01/2019 15:30;7;8,62;151,05;5,91;;0,679;23,55;313,12;0;913,1;1,39;346,64;73;;
01/01/2019 16:30;13;9,15;151,68;5,92;11;0,625;27,24;83,03;0;912,69;1,39;638,15;60;;
01/01/2019 17:30;8;10,83;194,48;6,46;;0,603;27,65;128,23;0;912,28;2,07;431,79;60;;
01/01/2019 18:30;7;14,79;171,16;6,31;;0,634;26,12;120,9;0;912,3;1,79;203,5;64;;
01/01/2019 19:30;13;20,28;111,65;5,37;8;0,7;23,6;133,92;0;913,23;1,18;11,21;71;;
01/01/2019 20:30;8;15,14;83,57;3,88;;0,725;22,53;222,88;0;913,71;0,52;0;77;;
01/01/2019 21:30;15;13,06;61,7;3,02;;0,841;21,63;252,48;0;914,18;0,38;0;83;;
01/01/2019 22:30;17;9,31;38,18;1,75;9;0,932;21,45;217,13;0;914,59;0,32;0;86;;
01/01/2019 23:30;15;8,18;41,04;1,75;9;0,838;21,55;149,1;0;915,02;0,49;0;86;;
02/01/2019 00:30;9;2,84;18,17;;7;0,714;21,06;175,84;0;914,48;0,27;0;87;;
02/01/2019 01:30;7;2,76;15,75;;;0,723;20,55;278,08;0;913,46;0,71;0;87;;
02/01/2019 02:30;6;2,38;15,42;;;0,728;19,99;175,28;0;913,11;0,27;0;89;;
02/01/2019 03:30;;1,26;15,17;0,88;;0,643;19,77;218,99;0;913,01;0,29;0;89;;
02/01/2019 04:30;;1,47;14,1;0,88;;0,642;19,38;257,68;0;913,06;0,34;0;91;;
02/01/2019 05:30;10;5,42;31,1;2,08;8;0,673;19,21;313,63;0;913,48;0,57;0;92;;
02/01/2019 06:30;20;13,19;55;4,01;10;0,879;19,2;312,79;0;913,97;0,45;6,22;91;;
02/01/2019 07:30;27;28,24;102,7;6,75;12;0,999;21,9;314,02;0;914,62;0,92;177,34;81;;
02/01/2019 08:30;17;28,94;85,17;6,34;6;0,905;26,25;124,56;0;915,28;1,25;395,98;60;;
02/01/2019 09:30;;17,79;94,53;5,85;;0,693;27,11;99,02;0;915,59;1,62;617,65;57;;
02/01/2019 10:30;17;13,65;102,39;5,51;1;0,628;28,57;90,69;0;915,96;1,53;794,83;53;;
02/01/2019 11:30;9;14,98;128,73;5,51;3;0,623;28,72;26,24;0;915,51;1,98;763,69;54;;
02/01/2019 12:30;14;16,57;146,3;5,65;9;0,631;29,5;68,6;0;914,75;2,02;864,33;51;;
02/01/2019 13:30;;16,08;129,96;5,56;13;0,638;30,38;17,7;0;913,97;2,44;825,21;47;;
02/01/2019 14:30;20;;;;13;;29,38;107,34;0;912,84;2,14;480,66;49;;
02/01/2019 15:30;19;27,49;114,53;5,81;14;0,74;29,14;19,65;0;912,58;1,35;172,28;49;;
02/01/2019 16:30;;27,55;119,74;5,88;11;0,747;29,47;354,89;0;911,85;1,49;284,57;50;;
02/01/2019 17:30;20;24,31;158,08;6,44;15;0,687;28,86;264,92;0;911,62;1,21;170;53;;
02/01/2019 18:30;10;15,02;163,47;6,38;;0,618;24,3;200,79;6;912,17;2,99;31,99;71;;
02/01/2019 19:30;10;18,1;187,31;5,4;;0,751;21,95;240,5;0,4;912,67;1,85;2,44;87;;
02/01/2019 20:30;15;17,26;106,24;3,89;10;0,886;22,14;286,45;0;912,83;1,08;0;84;;
02/01/2019 21:30;29;15,43;70,93;3,02;14;0,989;21,76;267,89;0;913,25;0,45;0;86;;
02/01/2019 22:30;30;8,71;44,6;1,75;17;1,15;21,78;180,73;0;913,73;0,26;0;86;;
02/01/2019 23:30;38;7,41;53,45;1,75;17;1,342;21,87;287,26;0;913,81;0,29;0;88;;
03/01/2019 00:30;33;3,75;23,43;0,87;15;1,153;21,45;282,56;0;913,32;0,33;0;88;;
03/01/2019 01:30;;3,89;20,7;;;0,917;21,05;176,13;0;912,58;0,31;0;89;;
03/01/2019 02:30;11;3,3;19,62;;;0,738;20,86;138,18;0;911,96;0,34;0;89;;
03/01/2019 03:30;20;1,99;19,94;0,88;6;0,647;20,45;150,15;0;911,71;0,25;0;90;;
03/01/2019 04:30;11;1,73;18,55;0,88;7;0,638;20,22;139,66;0;911,77;0,26;0;91;;
03/01/2019 05:30;17;5,35;42,56;2,08;7;0,655;20,08;289,94;0;912,27;0,27;0;92;;
03/01/2019 06:30;27;11,95;77,65;3,99;13;0,901;20,1;277,42;0;912,9;0,32;7,11;92;;
03/01/2019 07:30;45;26,75;163,36;6,78;20;1,34;21,32;307,21;0;913,38;0,37;34,74;88;;
03/01/2019 08:30;31;30,7;142,33;6,43;21;1,352;22,89;91,83;0;913,64;0,52;103,62;79;;
03/01/2019 09:30;27;24,94;99,77;5,9;12;0,867;24,47;49,28;0;913,99;0,96;188,8;69;;
03/01/2019 10:30;21;20,64;90,13;5,56;10;0,793;26;6,93;0;914,07;1,4;363,77;62;;
03/01/2019 11:30;25;23,31;99,67;5,54;12;0,781;27,11;356,24;0;913,84;2,04;467,92;58;;
03/01/2019 12:30;28;27,1;137,27;5,69;20;0,826;27,19;339,41;0;913,41;1,73;346,54;60;;
03/01/2019 13:30;30;23,12;132,58;5,6;13;0,755;28,21;339,11;0;912,73;1,81;454,12;56;;
03/01/2019 14:30;19;20,83;134,05;5,8;12;0,737;29,68;338,18;0;911,91;2,34;693,95;51;;
03/01/2019 15:30;17;20,19;122,28;5,81;13;0,724;29,06;338,08;0;911,22;2,55;455,71;51;;
03/01/2019 16:30;21;20,99;115,95;5,85;13;0,697;30,99;348,42;0;910,5;2,46;611,88;47;;
03/01/2019 17:30;18;30,91;136,56;6,45;9;0,749;28,46;7,47;0;910,26;1,49;124,44;54;;
03/01/2019 18:30;31;45,17;106,99;6,32;14;0,911;27,19;34,53;0;910,28;1,37;61,42;56;;
03/01/2019 19:30;26;38,49;83,7;5,33;20;0,862;25,74;27,43;0;910,89;1,02;6,17;61;;
03/01/2019 20:30;19;28,93;59,48;3,85;15;0,882;24,61;150,34;0;911,49;0,55;0;67;;
03/01/2019 21:30;31;20,56;52,42;3;18;1,11;23,97;247,6;0;912;0,88;0;71;;
03/01/2019 22:30;32;12,07;31,11;1,74;24;1,159;23,84;282,01;0;912,7;0,55;0;72;;
03/01/2019 23:30;34;11,34;27,85;1,74;23;1,038;23,22;240,69;0;912,84;0,35;0;73;;
04/01/2019 00:30;29;5,21;14,44;;18;1,086;23,35;279,43;0;912,41;0,5;0;73;;
04/01/2019 01:30;33;4,82;15,26;;17;1,033;23,14;273,45;0;911,87;0,57;0;75;;
04/01/2019 02:30;21;4,37;15,06;;16;0,81;23,05;318,69;0;911,21;0,46;0;74;;
04/01/2019 03:30;30;4,15;18,44;0,87;13;0,856;22,79;350,93;0;911,19;0,84;0;78;;
04/01/2019 04:30;25;2,32;20,77;0,87;14;0,657;22,17;65,81;0;911,78;0,65;0;82;;
04/01/2019 05:30;12;5,34;50,81;2,07;7;0,644;21,47;120,25;0,6;912,3;0,85;0;86;;
04/01/2019 06:30;13;12,05;109,47;3,98;9;0,76;20,77;230,45;7,8;913,32;1,05;0;91;;
04/01/2019 07:30;;31,78;133,26;6,8;;0,827;19,6;32,58;3;914,5;2,11;4,58;94;;
04/01/2019 08:30;7;28,08;100,69;6,5;;0,811;18,68;268,42;1,8;915,22;1,04;31,63;94;;
04/01/2019 09:30;6;30,82;83,29;6,01;;0,871;18,92;284,17;0,2;914,87;1,04;119,07;92;;
04/01/2019 10:30;41;47,81;31,52;6,23;27;1,288;20,61;333,79;0;914,58;1,69;196,02;84;;
04/01/2019 11:30;24;;;;15;0,968;21,43;333,86;0,2;914,5;1,2;237,32;81;;
04/01/2019 12:30;27;;;;10;0,805;23,73;335,23;0;913,92;2,9;611,9;71;;
04/01/2019 13:30;20;15,93;100,43;5,65;9;0,672;25,07;335,28;0;913,98;3,28;676,79;66;;
04/01/2019 14:30;15;18,39;103,16;5,9;8;0,727;24,82;336,57;0;913,26;2,96;501,68;64;;
04/01/2019 15:30;9;18,26;93,04;5,88;6;0,729;25,37;337,12;0;912,17;2,75;512,45;61;;
04/01/2019 16:30;6;19,54;72,49;5,96;4;0,728;25,38;340,87;0;911,03;2,76;340,33;56;;
04/01/2019 17:30;;;;;;;;;;;;;;;
04/01/2019 18:30;29;38,13;55,31;6,4;11;0,908;23,86;345,79;0;911,05;1,38;49,15;59;;
04/01/2019 19:30;25;39,73;33,75;5,49;18;0,997;22,98;339,83;0;911,57;1,28;2,25;62;;
04/01/2019 20:30;36;30,35;24,25;4,31;19;1,113;22,55;344,8;0;911,99;0,81;0;66;;
04/01/2019 21:30;31;21,15;21,94;3,05;22;1,111;21,9;93,16;0;912,96;0,28;0;73;;
04/01/2019 22:30;30;11,57;13,03;1,83;15;1,155;21,57;232,9;0;913,48;0,31;0;76;;
04/01/2019 23:30;39;10,61;14,74;1,87;21;1,362;21,31;305,44;0;913,27;0,86;0;78;;
05/01/2019 00:30;35;5,56;6,88;0,93;26;1,172;21,27;306,86;0;912,79;0,83;0;77;;
05/01/2019 01:30;27;4,89;6,68;0,98;14;1,144;20,6;40,54;0;912,17;0,36;0;81;;
05/01/2019 02:30;30;4,74;8,57;1,06;22;1,242;20,54;326,69;0;911,67;0,43;0;84;;
05/01/2019 03:30;36;4,34;8,43;1,09;17;1,241;20,46;307,65;0;911,49;0,59;0;85;;
05/01/2019 04:30;29;4,34;6,27;1,09;12;1,033;20,01;285,22;0;911,32;0,51;0;83;;
05/01/2019 05:30;27;9,18;16,72;2,67;15;0,928;19,58;129,66;0;911,79;0,65;0;86;;
05/01/2019 06:30;30;13,79;30,53;5,34;21;1,033;19,07;324,24;0;912,19;0,3;16,89;89;;
05/01/2019 07:30;37;28,75;60,6;9,05;18;1,292;20,14;320,33;0;912,66;0,24;80,75;87;;
05/01/2019 08:30;38;41,48;62,92;8,56;22;1,339;22,29;347,08;0;912,87;0,41;182,46;75;;
05/01/2019 09:30;26;49,3;62,07;7,88;20;1,194;24,15;324,49;0;913,3;0,53;316,96;67;;
05/01/2019 10:30;30;32,34;63,33;7,38;10;0,904;27,32;342,82;0;913,63;1,04;636,96;53;;
05/01/2019 11:30;27;32,22;104,43;8,24;17;0,858;27,77;336,25;0;913,6;1,7;576,74;52;;
05/01/2019 12:30;27;28,09;115,41;13,06;16;0,797;27,97;330,72;0;913,1;2,05;644,47;52;;
05/01/2019 13:30;23;22,51;112,38;14,42;16;0,74;28,54;333,25;0;912,55;2,02;728,61;50;;
05/01/2019 14:30;10;19,27;94,93;10,63;7;0,66;30,02;337,37;0;911,56;2,06;779,46;44;;
05/01/2019 15:30;9;12,83;84,7;8,4;4;0,624;29,55;339,94;0;911;2,74;635,51;45;;
05/01/2019 16:30;;11,79;83,75;7,83;2;0,63;29,85;340,94;0;910,8;2,32;503,09;45;;
05/01/2019 17:30;15;13,1;110,62;8,57;7;0,611;29,47;79,17;0;910,59;2,07;360,85;46;;
05/01/2019 18:30;12;14,82;110,41;8,41;10;0,634;27,76;166,88;0;910,56;0,98;135,35;50;;
05/01/2019 19:30;16;21,49;75,48;7,09;10;0,736;26,2;96,79;0;911,23;0,62;17,78;55;;
05/01/2019 20:30;17;19,48;46,33;5,13;16;0,913;24,87;352,58;0;911,65;0,27;0,04;61;;
05/01/2019 21:30;34;22,94;26,56;3,99;26;1,267;24,11;303,68;0;912,13;0,25;0,01;66;;
05/01/2019 22:30;40;12,79;14,45;2,32;26;1,301;23,26;150,6;0;912,86;0,26;0;70;;
05/01/2019 23:30;24;11,9;12,55;2,32;12;0,994;22,94;151,56;0;913,33;0,36;0,01;68;;
06/01/2019 00:30;17;4,75;7,69;;14;0,951;23,22;289,3;0;913,14;0,59;0,01;69;;
06/01/2019 01:30;32;5,08;9,18;1,16;26;1,186;22,65;313,24;0;912,7;0,46;0,01;75;;
06/01/2019 02:30;23;3,33;9,18;1,16;22;0,912;21,85;6,88;0;912,61;1,67;0;75;;
06/01/2019 03:30;20;2,29;9,1;1,17;12;0,747;21,29;281,15;0;912,2;0,42;0;76;;
06/01/2019 04:30;27;2,69;8,25;1,17;12;0,783;20,6;198,63;0;912,05;0,26;0;80;;
06/01/2019 05:30;22;7,95;17,79;2,77;16;0,796;20,13;26,02;0;912,12;0,27;0;83;;
06/01/2019 06:30;18;17,49;30,32;5,34;14;0,902;19,52;222,57;0;912,62;0,25;10,55;86;;
06/01/2019 07:30;19;30,57;53,93;9;10;0,905;21,87;71,83;0;913,27;0,34;144,64;75;;
06/01/2019 08:30;18;13,17;67,9;8,47;7;0,676;25,61;115,28;0;913,57;1,72;371,83;58;;
06/01/2019 09:30;12;7,46;74,67;7,81;6;0,62;26,78;80,65;0;913,79;1,98;567,95;54;;
06/01/2019 10:30;15;8,27;82,75;7,37;5;0,61;27,67;36,15;0;913,9;2,57;781,53;52;;
06/01/2019 11:30;14;8,91;88,07;7,35;7;0,595;28,36;356,62;0;913,61;2,63;879,96;49;;
06/01/2019 12:30;;7,33;86,38;7,52;6;0,575;29,89;10,14;0;912,98;2,43;1022,35;44;;
06/01/2019 13:30;13;7,53;94,52;7,4;10;0,588;30,69;8,25;0;912,35;2,35;1015,67;43;;
06/01/2019 14:30;11;7,66;95,72;7,68;8;0,567;31,75;13,61;0;911,62;2,2;977,68;37;;
06/01/2019 15:30;7;7,55;86,67;7,67;5;0,553;32,16;1,89;0;910,86;2,22;773,85;33;;
06/01/2019 16:30;;8,75;92,71;7,77;6;0,546;32,49;6,39;0;910,33;1,96;584,62;34;;
06/01/2019 17:30;11;10,2;98,44;8,51;5;0,57;31,49;54,66;0;909,96;1,97;291,1;38;;
06/01/2019 18:30;10;15,57;78,7;8,35;;0,639;29,83;53,07;0;910,09;1,92;86,33;43;;
06/01/2019 19:30;;22,84;62,11;7,09;7;0,762;26,52;2,17;0;910,45;1,08;3,72;53;;
06/01/2019 20:30;13;16,77;36,57;5,13;9;0,824;24,96;160,23;0;910,94;0,44;0,01;60;;
06/01/2019 21:30;;10,2;29,95;3,98;;0,774;25,33;158,43;0;911,74;1,52;0;55;;
06/01/2019 22:30;14;2,22;26,67;2,31;9;0,668;24,84;157,76;0;912,79;2,24;0;63;;
06/01/2019 23:30;18;1,75;27,05;2,31;7;0,649;24,11;163,88;0;913,13;1,84;0;65;;
07/01/2019 00:30;;0,68;13,03;;;0,631;23,56;158,89;0;912,82;1,71;0;68;;
07/01/2019 01:30;7;0,62;12,2;1,16;;0,628;22,86;176,95;0;912,26;1,16;0;71;;
07/01/2019 02:30;6;0,54;12,05;1,16;;0,626;22,03;251,34;0;911,75;1,17;0;74;;
07/01/2019 03:30;12;0,48;11,21;1,17;9;0,607;21,51;213,56;0;911,45;1,01;0;77;;
07/01/2019 04:30;6;1,5;10,08;1,17;5;0,658;21,15;124,59;0;911,97;0,8;0;79;;
07/01/2019 05:30;9;3,28;24,81;2,75;4;0,631;21,81;140,88;0;912,68;1,72;0;74;;
07/01/2019 06:30;;11,4;41,06;5,29;;0,745;21,8;126,46;0;913,18;1,4;5,24;73;;
07/01/2019 07:30;17;17,73;71,52;8,96;8;0,73;23,11;166;0;913,73;1,17;154,75;67;;
07/01/2019 08:30;19;18,17;71,58;8,45;;0,774;26,29;133,09;0;914,07;1,53;380,72;56;;
07/01/2019 09:30;15;16,47;75,08;7,8;12;0,732;27,26;71,2;0;914,21;2,05;597,98;54;;
07/01/2019 10:30;16;15,01;83,16;7,36;12;0,684;28,28;62,45;0;914,33;2,45;787,76;51;;
07/01/2019 11:30;12;10,06;107,14;7,34;10;0,62;29,02;104,86;0;914,05;2,15;923,27;49;;
07/01/2019 12:30;17;14,37;97,42;7,52;13;0,629;30,19;35,79;0;913,53;2,6;972,58;44;;
07/01/2019 13:30;;13,95;83,13;7,39;10;0,627;30,95;0,06;0;913,22;2,72;1003,42;40;;
07/01/2019 14:30;15;13,83;85,47;7,67;10;0,599;32,2;15,49;0;912,69;2,66;1012,13;36;;
07/01/2019 15:30;13;15,37;92,82;7,66;9;0,627;31,76;16,88;0;912,2;2,54;516,77;38;;
07/01/2019 16:30;15;20,64;101,54;7,79;5;0,706;31,59;0,47;0;911,79;2,29;489,08;41;;
07/01/2019 17:30;;28,02;105,13;8,51;8;0,754;31,37;7,15;0;911,66;2,13;315,9;42;;
07/01/2019 18:30;20;28,89;96,15;8,34;9;0,736;30,29;11,21;0;911,71;1,93;119,22;43;;
07/01/2019 19:30;13;19,8;78,13;7,05;;0,649;28,01;87,01;0;912,1;1,06;7,38;51;;
07/01/2019 20:30;10;9,39;45,94;5,1;;0,618;26,78;144,63;0;912,77;1,44;0;53;;
07/01/2019 21:30;12;4,97;36,79;3,97;9;0,615;25,75;158,5;0;913,01;1,44;0;56;;
07/01/2019 22:30;15;2,2;26,22;2,3;8;0,581;24,99;165,77;0;913,52;1,6;0;64;;
07/01/2019 23:30;12;2,87;28,93;2,31;8;0,604;23,93;151,7;0;913,93;0,94;0;71;;
08/01/2019 00:30;7;0,93;13,86;;5;0,599;23,28;126,09;0;913,6;1,62;0;73;;
08/01/2019 01:30;10;0,75;12,66;1,16;5;0,597;22,45;152,28;0;913,06;0,98;0;76;;
08/01/2019 02:30;8;0,48;12,14;1,16;7;0,606;22,09;161,63;0;912,82;1,23;0;76;;
08/01/2019 03:30;9;0,57;12,28;1,17;;0,612;21,21;240,78;0;912,47;0,61;0;81;;
08/01/2019 04:30;14;0,78;11,22;1,17;9;0,618;21,09;271,2;0;912,57;1,19;0;82;;
08/01/2019 05:30;22;3,89;28,05;2,76;17;0,681;20,79;244,75;0;913,06;0,78;0;84;;
08/01/2019 06:30;20;14,92;44,88;5,31;13;0,788;20,66;242,91;0;913,84;1,04;5,95;85;;
08/01/2019 07:30;15;13,38;70,6;8,97;8;0,679;22,77;177,2;0;914,4;1,65;153,81;70;;
08/01/2019 08:30;8;9,11;68,24;8,47;6;0,629;25,54;155,34;0;914,86;2,09;381,48;58;;
08/01/2019 09:30;17;11,16;80,17;7,81;11;0,671;26,72;114,22;0;915,31;2,3;591,28;57;;
08/01/2019 10:30;10;11,64;90,92;7,37;6;0,634;27,6;72,52;0;915,53;2,58;771,86;56;;
08/01/2019 11:30;14;10,66;108,42;7,3;;0,627;28,32;101,77;0;915,29;2,58;820,87;54;;
08/01/2019 12:30;;10,93;124,83;7,54;14;0,617;29,08;96,65;0;914,71;2,3;803,38;52;;
08/01/2019 13:30;16;9,63;135,73;7,42;11;0,584;30,41;109,83;0;914,25;2,5;949,37;49;;
08/01/2019 14:30;14;18,22;148,41;7,73;11;0,642;29,8;33,87;0;913,51;2,89;656,54;51;;
08/01/2019 15:30;;13,64;149,94;7,69;8;0,577;30,92;62,95;0;912,59;2,83;705,81;49;;
08/01/2019 16:30;18;16,67;152,66;7,84;12;0,615;29,64;60,04;0;912,16;2,43;326,54;52;;
08/01/2019 17:30;20;19,12;152,68;8,58;10;0,633;28,83;77,34;0;911,96;2,2;186,5;54;;
08/01/2019 18:30;23;25,47;126,67;8,42;13;0,699;27,1;75,97;0;912,11;1,82;30,78;59;;
08/01/2019 19:30;22;18,02;93,12;7,1;11;0,641;26,04;84,26;0;912,34;1,57;5,13;62;;
08/01/2019 20:30;14;12,59;62,51;5,13;;0,652;24,95;75,57;0;912,95;1,55;0;65;;
08/01/2019 21:30;18;6,84;46,21;3,99;10;0,632;24,21;137,26;0;913,65;1,23;0;;;
08/01/2019 22:30;15;3,1;25,51;2,31;8;0,63;23,88;145,39;0;913,8;1,66;0;66;;
08/01/2019 23:30;11;2,06;24,87;2,32;;0,618;23,57;184,49;0;913,68;1,55;0;66;;
09/01/2019 00:30;13;0,72;11,71;;9;0,606;22,99;190,96;0;913,6;1,35;0;67;;
09/01/2019 01:30;13;0,8;11,39;;11;0,614;22,26;139,79;0;913,53;0,64;0;70;;
09/01/2019 02:30;11;0,67;10,47;1,16;9;0,609;21,82;169,97;0;913,21;1,1;0;70;;
09/01/2019 03:30;7;0,41;9,48;1,16;4;0,612;21,98;165,36;0;912,72;1,63;0;64;;
09/01/2019 04:30;7;0,64;9,27;1,17;2;0,599;21,56;156,32;0;912,34;1,36;0;64;;
09/01/2019 05:30;5;5,02;17,23;2,76;4;0,645;21,03;118,75;0;912,39;0,96;0;65;;
09/01/2019 06:30;17;14,31;30,06;5,31;6;0,729;20,78;125,16;0;912,96;1,22;8,06;68;;
09/01/2019 07:30;17;14,18;62,13;9;8;0,698;21,66;164,81;0;913,6;2,74;157,31;67;;
09/01/2019 08:30;20;13,11;66,49;8,56;14;0,722;22,5;134,69;0;914,06;2,35;308,32;67;;
09/01/2019 09:30;;11,28;66,7;7,86;;0,71;23,78;92;0;914,38;2,81;511,98;63;;
09/01/2019 10:30;15;11,39;67,98;7,45;6;0,738;23,78;39,62;0;914,38;2,77;423,77;63;;
09/01/2019 11:30;;14,67;72,43;7,43;;0,75;24,96;44,22;0;914,2;2,64;652,32;59;;
09/01/2019 12:30;12;10,22;78,97;7,59;9;0,649;27,03;73,88;0;913,67;3,03;909,81;50;;
09/01/2019 13:30;13;9,67;69,39;7,37;7;0,635;28,69;69,36;0;913,15;2,8;956,71;42;;
09/01/2019 14:30;10;11,12;68,63;7,72;6;0,624;29,51;57,41;0;912,5;2,98;989,9;37;;
09/01/2019 15:30;9;10,61;68,18;7,67;6;0,594;30,36;58,96;0;912;2,85;865,4;33;;
09/01/2019 16:30;9;12,06;71,67;7,72;;0,575;30,83;103,15;0;911,47;2,29;676,37;31;;
09/01/2019 17:30;11;15,43;70,86;8,53;6;0,606;30,71;62,55;0;911,34;2,22;456,47;31;;
09/01/2019 18:30;;;;;;;27,34;172,73;0;911,31;2,55;111,04;36;;
09/01/2019 19:30;14;8,41;60,1;7,05;4;0,591;26,39;152,99;0;911,61;2,27;26,89;38;;
09/01/2019 20:30;12;6,3;41,24;5,13;8;0,632;24,99;143,06;0;911,79;2,37;0;46;;
09/01/2019 21:30;;2,91;32,97;3,99;;0,636;24,1;174,42;0;912,22;2,88;0;49;;
09/01/2019 22:30;6;1,88;17,52;2,32;;0,669;23,54;161,15;0;912,82;2,04;0;50;;
09/01/2019 23:30;7;2,29;16,53;2,32;6;0,686;23,01;149,26;0;912,88;1,78;0;52;;
10/01/2019 00:30;7;0,96;7,83;1,16;4;0,679;22,59;118,7;0;912,56;1,47;0;55;;
10/01/2019 01:30;16;1,08;8,1;1,16;5;0,709;21,97;87,89;0;912,52;1,88;0;59;;
10/01/2019 02:30;;0,92;7,79;;;0,702;21,57;132,93;0;912,66;1,84;0;61;;
10/01/2019 03:30;12;0,5;8;1,17;8;0,669;21,05;166,86;0;912,89;1,76;0;65;;
10/01/2019 04:30;9;0,54;7,81;1,17;8;0,678;20,56;154,22;0;912,56;1,98;0;69;;
10/01/2019 05:30;9;1,98;17,63;2,77;7;0,661;20,35;158,59;0;912,71;2,1;0;71;;
10/01/2019 06:30;14;7,97;28,53;5,32;6;0,72;20,12;145,84;0;913,3;1,94;4,16;74;;
10/01/2019 07:30;13;14,07;53,32;9,01;7;0,732;20,96;155,38;0;913,98;2,09;139,24;72;;
10/01/2019 08:30;10;6,24;55,04;8,52;8;0,671;22,73;157,38;0;914,19;3,01;346,73;63;;
10/01/2019 09:30;16;7,43;54,21;7,82;6;0,679;24,35;134,44;0;914,29;2,97;611,09;57;;
10/01/2019 10:30;14;8,57;53,89;7,42;6;0,685;25,84;82,95;0;914,3;2,91;789,99;53;;
10/01/2019 11:30;15;7,57;61,61;7,36;8;0,66;26,8;100,59;0;914,13;3;959,71;50;;
10/01/2019 12:30;11;4,99;66,33;7,34;7;0,601;27,89;119,46;0;913,75;3,21;1038,2;46;;
10/01/2019 13:30;6;6,04;67,82;7,14;;0,606;28,6;94,82;0;913,41;2,95;995,61;44;;
10/01/2019 14:30;4;11,1;68,75;7,62;;0,629;29,31;31,74;0;912,91;2,62;806,13;42;;
10/01/2019 15:30;;12,24;63,73;7,62;6;0,625;30,47;10,65;0;911,93;2,48;827,63;37;;
10/01/2019 16:30;;14,17;65,31;7,72;17;0,623;30,91;13,73;0;911,2;2,18;586,08;36;;
10/01/2019 17:30;;18,5;71,14;8,51;6;0,662;29,93;20,34;0;910,98;2,26;297,29;39;;
10/01/2019 18:30;;15,99;68,96;8,38;3;0,647;27,87;47,33;0;911,1;2,02;98,56;46;;
10/01/2019 19:30;;12,77;55,79;7,1;12;0,631;25,94;101,88;0;911,41;2,17;7,72;53;;
10/01/2019 20:30;;7,57;40,31;5,13;13;0,632;24,87;110,87;0;912,03;1,84;0;56;;
10/01/2019 21:30;;4,48;31,91;3,99;8;0,635;24,31;132,9;0;912,59;2,06;0;;;
10/01/2019 22:30;;2,82;17,57;2,31;11;0,653;23,79;114,68;0;913,23;1,45;0;;;
10/01/2019 23:30;;2,39;17,11;2,32;9;0,655;23,3;127,02;0;913,81;1,62;0;58;;
11/01/2019 00:30;;0,87;8,61;;7;0,652;22,85;130,56;0;913,69;1,47;0;58;;
11/01/2019 01:30;;0,78;8,5;1,16;5;0,67;22,14;134,6;0;913,49;1,37;0;60;;
11/01/2019 02:30;;0,46;8,88;1,16;10;0,634;21,97;161,88;0;913,28;1,75;0;61;;
11/01/2019 03:30;;0,29;8,9;1,15;7;0,639;21,79;146,09;0;913,26;1,62;0;63;;
11/01/2019 04:30;;0,31;9,01;1,14;14;0,647;21,58;150,02;0;913,44;1,71;0;64;;
11/01/2019 05:30;;2,17;19,19;2,71;;0,646;21,06;134,6;0;914,05;1,27;0;69;;
11/01/2019 06:30;;7,54;33,17;5,3;;0,683;20,87;130,14;0;914,49;1,4;8,51;71;;
11/01/2019 07:30;;13,58;59,63;8,96;;0,712;21,43;122,57;0;914,84;2,06;90,51;70;;
11/01/2019 08:30;;9,08;63,68;8,47;;0,692;22,88;131,69;0;915,19;2,38;279,1;65;;
11/01/2019 09:30;;11,33;60,05;7,82;;0,735;24,94;81,74;0;915,5;2,14;474,75;60;;
11/01/2019 10:30;;13,82;64,43;7,35;;0,739;26,11;20,78;0;915,62;2,34;634,93;57;;
11/01/2019 11:30;;14,53;75,12;7,27;;0,737;28,12;22,91;0;915,25;2,08;859,13;51;;
