date;PM10;NO2;O3;SO2;PM25;CO
20/01/2019 13:30;8;8,87;58,18;5,69;;0,584
20/01/2019 14:30;8;11,37;60,43;5,83;;0,602
20/01/2019 15:30;11;9,83;62,88;6,2;;0,6
20/01/2019 16:30;21;11,75;56,18;7,87;;0,619
20/01/2019 17:30;24;18,13;56,44;8,23;;0,663
20/01/2019 18:30;26;14,57;63,19;6,58;;0,641
20/01/2019 19:30;15;20,64;39,87;5,55;;0,763
20/01/2019 20:30;20;16,7;26,57;3,99;;0,827
20/01/2019 21:30;16;16,87;16,62;3,11;;0,928
20/01/2019 22:30;29;13,13;10,38;1,85;;1,072
20/01/2019 23:30;17;6,5;11,81;1,76;;0,795
21/01/2019 00:30;16;1,35;6,23;0,92;;0,643
21/01/2019 01:30;15;0,87;6,39;0,91;;0,587
21/01/2019 02:30;8;0,68;6,1;0,94;;0,577
21/01/2019 03:30;6;0,93;5,39;0,93;;0,574
21/01/2019 04:30;7;1,2;4,79;0,9;;0,555
21/01/2019 05:30;9;6,23;8,1;2,12;;0,569
21/01/2019 06:30;11;8,59;17,74;4,04;;0,585
21/01/2019 07:30;7;14,15;30,78;6,94;;0,614
21/01/2019 08:30;9;13,44;31,26;6,76;;0,644
21/01/2019 09:30;22;13,49;32,39;6,34;;0,636
21/01/2019 10:30;12;9,34;40,2;5,52;;0,59
21/01/2019 11:30;16;11,72;43,8;5,52;;0,598
21/01/2019 12:30;11;9,09;56,31;5,64;;0,567
21/01/2019 13:30;15;14,25;56,08;5,6;;0,603
21/01/2019 14:30;14;17,42;52,42;5,81;;0,583
21/01/2019 15:30;24;17,81;54,07;5,82;;0,619
21/01/2019 16:30;19;20,51;58,35;5,93;;0,605
21/01/2019 17:30;20;17,42;61,09;6,45;;0,585
21/01/2019 18:30;18;10,11;49,53;6,32;;0,566
21/01/2019 19:30;16;8,88;37,63;5,31;;0,55
21/01/2019 20:30;12;6,15;28,64;3,85;;0,577
21/01/2019 21:30;26;5,93;24,23;2,98;;0,611
21/01/2019 22:30;7;3,24;16,83;1,74;;0,608
21/01/2019 23:30;;4,05;14,31;1,74;;0,602
22/01/2019 00:30;6;1,15;8,03;;;0,584
22/01/2019 01:30;9;0,78;6,99;;;0,553
22/01/2019 02:30;15;0,97;5,98;0,87;;0,563
22/01/2019 03:30;15;1,9;4,44;0,87;;0,595
22/01/2019 04:30;17;2,69;3,23;0,88;;0,607
22/01/2019 05:30;19;7,67;5,93;2,08;;0,626
22/01/2019 06:30;13;20,19;6,53;4,13;;0,733
22/01/2019 07:30;14;32,75;14,54;7,39;;0,792
22/01/2019 08:30;20;22,56;25,85;7,94;;0,733
22/01/2019 09:30;17;15,69;33,36;7,19;;0,661
22/01/2019 10:30;16;13,25;42,75;7,04;;0,624
22/01/2019 11:30;17;16,64;51,51;6,05;;0,63
22/01/2019 12:30;12;15,97;62,7;5,91;;0,618
22/01/2019 13:30;12;11,39;57,46;5,71;;0,579
22/01/2019 14:30;10;8,45;57,51;5,78;;0,545
22/01/2019 15:30;11;9,94;61,15;5,74;;0,55
22/01/2019 16:30;23;21,22;55,87;6,05;;0,626
22/01/2019 17:30;38;49,07;53,78;7,92;;0,789
22/01/2019 18:30;54;73,94;28,24;9,4;;1,095
22/01/2019 19:30;18;23,37;31,84;7,25;;0,714
22/01/2019 20:30;21;12,38;26,17;5,06;;0,644
22/01/2019 21:30;23;8,81;21,44;3,71;;0,661
22/01/2019 22:30;18;3,81;12,9;2,04;;0,665
22/01/2019 23:30;21;3,65;13,06;1,86;;0,614
23/01/2019 00:30;19;0,88;7,48;0,98;;0,596
23/01/2019 01:30;16;0,77;7,3;1,06;;0,603
23/01/2019 02:30;6;0,63;6,52;1,04;;0,561
23/01/2019 03:30;12;0,35;6,34;1;;0,554
23/01/2019 04:30;12;0,54;5,74;0,92;;0,539
23/01/2019 05:30;6;1,92;12,12;2,17;;0,573
23/01/2019 06:30;14;10,3;17,18;4,48;;0,647
23/01/2019 07:30;36;33,42;18,15;8,67;;0,936
23/01/2019 08:30;23;20,59;29,58;8,48;;0,773
23/01/2019 09:30;;12,7;38,67;7,82;;0,65
23/01/2019 10:30;13;10,57;38,24;7,17;;0,598
23/01/2019 11:30;26;17,21;39,74;6,94;;0,695
23/01/2019 12:30;12;12,25;50,25;6,73;;0,61
23/01/2019 13:30;14;12,52;51,33;5,79;5;0,593
23/01/2019 14:30;11;12,15;56,45;5,95;4;0,605
23/01/2019 15:30;16;12,25;57,55;5,86;5;0,562
23/01/2019 16:30;18;16,11;57,77;6,1;5;0,568
23/01/2019 17:30;18;22,34;59,81;6,85;10;0,631
23/01/2019 18:30;22;16,86;59,07;6,38;8;0,587
23/01/2019 19:30;14;14,19;48,23;5,33;9;0,595
23/01/2019 20:30;24;8,11;35,53;3,88;18;0,63
23/01/2019 21:30;23;4,99;27,86;3,2;15;0,669
23/01/2019 22:30;19;1,83;15,39;1,89;7;0,645
23/01/2019 23:30;10;1,73;12,82;1,85;7;0,617
24/01/2019 00:30;9;0,83;5,94;0,88;3;0,589
24/01/2019 01:30;7;0,51;5,74;0,89;6;0,567
24/01/2019 02:30;7;0,54;5,49;;5;0,546
24/01/2019 03:30;4;0,55;5,01;0,88;2;0,527
24/01/2019 04:30;8;1,41;3,56;0,88;1;0,595
24/01/2019 05:30;13;5,85;5,62;2,08;;0,64
24/01/2019 06:30;9;7,86;17,27;3,99;;0,616
24/01/2019 07:30;14;14,51;30,45;6,82;12;0,667
24/01/2019 08:30;12;9,25;35,68;6,77;8;0,642
24/01/2019 09:30;18;11,26;33,63;6,17;4;0,657
24/01/2019 10:30;18;7,42;36,83;5,63;7;0,603
24/01/2019 11:30;12;7,46;39,3;5,56;7;0,599
24/01/2019 12:30;;7,51;44,08;5,63;8;0,579
24/01/2019 13:30;12;8,46;44,42;5,58;8;0,566
24/01/2019 14:30;13;8,42;50,34;5,79;5;0,557
24/01/2019 15:30;;12,38;52,88;5,76;7;0,592
24/01/2019 16:30;21;11,38;53,23;5,97;9;0,569
24/01/2019 17:30;16;13,2;59,75;6,45;8;0,593
24/01/2019 18:30;24;17,6;55,12;6,42;9;0,624
24/01/2019 19:30;;14,77;45,17;5,32;9;0,626
24/01/2019 20:30;24;6,72;34,7;3,83;16;0,639
24/01/2019 21:30;26;3,43;23,8;2,99;11;0,619
24/01/2019 22:30;20;2,28;10,38;1,75;9;0,622
24/01/2019 23:30;14;1,7;8,97;1,74;6;0,579
25/01/2019 00:30;12;0,83;4,44;0,95;4;0,585
25/01/2019 01:30;6;0,45;4,45;0,91;2;0,551
25/01/2019 02:30;2;0,67;4,15;0,88;;0,522
25/01/2019 03:30;5;0,42;4,35;0,87;;0,53
25/01/2019 04:30;4;0,39;4,43;0,87;;0,512
25/01/2019 05:30;2;1,19;9,92;2,06;;0,525
25/01/2019 06:30;;3,99;16,71;3,98;;0,534
25/01/2019 07:30;15;11,02;25,21;6,89;6;0,614
25/01/2019 08:30;14;9,35;29,14;6,59;7;0,611
25/01/2019 09:30;14;4,87;32,5;5,92;6;0,51
25/01/2019 10:30;22;4,39;32,49;5,56;7;0,515
25/01/2019 11:30;16;7,81;35,52;5,56;7;0,548
25/01/2019 12:30;12;5,37;42,69;5,69;4;0,498
25/01/2019 13:30;11;6,13;41,08;5,57;7;0,512
25/01/2019 14:30;15;8,98;42,28;5,79;6;0,535
25/01/2019 15:30;11;11,66;44,53;5,77;8;0,552
25/01/2019 16:30;20;11,54;47,18;5,86;6;0,549
25/01/2019 17:30;14;12,18;49,6;6,4;4;0,539
25/01/2019 18:30;;11,4;42,89;6,29;7;0,544
25/01/2019 19:30;15;8,07;37,16;5,32;8;0,552
25/01/2019 20:30;18;5,71;25,68;3,85;10;0,564
25/01/2019 21:30;25;4,99;19,2;3,24;6;0,626
25/01/2019 22:30;16;2,65;10,66;2,27;4;0,606
25/01/2019 23:30;11;2,12;10,58;2,29;6;0,583
26/01/2019 00:30;8;0,52;5,14;1,12;6;0,55
26/01/2019 01:30;11;0,75;5,07;0,94;7;0,582
26/01/2019 02:30;9;0,43;5,17;0,89;4;0,566
26/01/2019 03:30;13;0,61;5;0,9;4;0,589
26/01/2019 04:30;10;1,17;4,27;0,98;;0,627
26/01/2019 05:30;14;2,09;11,74;2,25;9;0,61
26/01/2019 06:30;13;4,28;22,93;4,18;7;0,613
26/01/2019 07:30;16;11,85;32,35;7,07;9;0,63
26/01/2019 08:30;15;7,3;33,07;7,16;7;0,608
26/01/2019 09:30;21;7,86;33,46;6,58;7;0,604
26/01/2019 10:30;18;7,41;34,5;5,82;3;0,568
26/01/2019 11:30;11;5,18;37,31;5,62;4;0,518
26/01/2019 12:30;13;7,09;35,82;5,72;3;0,51
26/01/2019 13:30;15;6,56;35,96;5,58;2;0,512
26/01/2019 14:30;;8,98;34,48;5,83;;0,524
26/01/2019 15:30;18;13,13;29,83;5,86;8;0,605
26/01/2019 16:30;26;13,32;33,7;6,22;7;0,634
26/01/2019 17:30;9;13,53;35,45;8,47;4;0,634
26/01/2019 18:30;11;15,47;34,79;6,95;5;0,664
26/01/2019 19:30;17;16,53;23,63;5,77;6;0,715
26/01/2019 20:30;24;18,35;8,98;4,38;11;0,861
26/01/2019 21:30;18;12,63;7,39;3,24;11;0,833
26/01/2019 22:30;33;9,65;2,06;2,1;19;1,055
26/01/2019 23:30;37;10,02;1,82;2,34;22;1,048
27/01/2019 00:30;29;4,77;0,99;;20;0,979
27/01/2019 01:30;33;4,4;0,89;1,17;21;1,08
27/01/2019 02:30;30;3,93;0,82;1,17;17;1,038
27/01/2019 03:30;33;3,69;0,86;1,2;19;0,964
27/01/2019 04:30;33;3,84;0,78;1,3;22;0,917
27/01/2019 05:30;;4,34;5,56;2,77;;0,621
27/01/2019 06:30;11;7,62;10,94;5,31;9;0,623
27/01/2019 07:30;8;7,2;22,75;9,02;5;0,577
27/01/2019 08:30;8;4,42;22,63;8,58;3;0,534
27/01/2019 09:30;7;3,17;26,04;7,89;1;0,51
27/01/2019 10:30;7;4,22;29,42;7,41;2;0,5
27/01/2019 11:30;17;5,67;33,9;7,35;5;0,52
27/01/2019 12:30;10;5,22;36,24;7;4;0,478
27/01/2019 13:30;13;5,1;35,29;6,25;4;0,462
27/01/2019 14:30;13;5,1;38,98;5,87;6;0,455
27/01/2019 15:30;9;5,24;40,64;5,82;6;0,45
27/01/2019 16:30;10;5,52;41,11;5,85;3;0,445
27/01/2019 17:30;6;6,8;42,98;6,55;2;0,48
27/01/2019 18:30;12;7,58;41,11;6,26;6;0,483
27/01/2019 19:30;17;7,43;31,67;5,4;9;0,52
27/01/2019 20:30;14;6,08;23,17;4,05;9;0,554
27/01/2019 21:30;12;3,48;19,93;3,13;10;0,568
27/01/2019 22:30;10;2,04;11,56;1,93;9;0,577
27/01/2019 23:30;11;3,05;9,28;2,18;9;0,618
28/01/2019 00:30;;1,24;4,3;1,09;;0,613
28/01/2019 01:30;5;0,85;4,14;0,95;3;0,583
28/01/2019 02:30;8;0,44;4,28;0,93;5;0,552
28/01/2019 03:30;5;0,54;3,91;0,93;4;0,575
28/01/2019 04:30;5;0,59;3,55;0,91;;0,581
28/01/2019 05:30;;1,33;7,92;2,12;;0,558
28/01/2019 06:30;4;3,45;13,91;4,17;1;0,55
28/01/2019 07:30;15;8,18;22,06;7,16;8;0,601
28/01/2019 08:30;18;9,74;20,92;7,5;7;0,598
28/01/2019 09:30;8;5,98;23,39;7,3;5;0,545
28/01/2019 10:30;13;6,62;27,75;6,45;7;0,558
28/01/2019 11:30;13;5,25;32,44;5,88;7;0,507
28/01/2019 12:30;19;5,91;34,73;5,71;6;0,459
28/01/2019 13:30;7;6,73;35,46;5,58;4;0,456
28/01/2019 14:30;13;8,9;33,3;5,78;1;0,472
28/01/2019 15:30;12;8,74;32,99;5,75;4;0,47
28/01/2019 16:30;17;7,88;34,59;5,85;7;0,451
28/01/2019 17:30;15;7,94;40,18;6,37;4;0,441
28/01/2019 18:30;8;12,4;34,6;6,42;3;0,503
28/01/2019 19:30;15;10,57;29,32;5,29;3;0,486
28/01/2019 20:30;18;5,78;22,77;3,83;7;0,504
28/01/2019 21:30;17;3,58;18,96;3,1;5;0,542
28/01/2019 22:30;13;2,78;10,56;1,94;4;0,564
28/01/2019 23:30;9;2,41;10,67;1,82;4;0,533
29/01/2019 00:30;12;0,92;6,2;0,93;;0,566
29/01/2019 01:30;9;0,76;5,97;0,96;7;0,57
29/01/2019 02:30;12;0,61;5,8;0,93;7;0,561
29/01/2019 03:30;10;0,46;5,37;0,92;6;0,551
29/01/2019 04:30;10;0,57;4,9;0,93;4;0,57
29/01/2019 05:30;;1,67;11,02;2,13;;0,561
29/01/2019 06:30;12;5,59;16,9;4,04;6;0,568
29/01/2019 07:30;13;12,09;26,1;7,05;4;0,622
29/01/2019 08:30;17;10,54;32,48;8,37;8;0,637
29/01/2019 09:30;20;11,24;36,03;7,81;7;0,615
29/01/2019 10:30;28;14,59;42,92;7,35;9;0,648
29/01/2019 11:30;22;12,41;45,64;7,3;8;0,575
29/01/2019 12:30;20;11,15;43,49;6,81;9;0,48
29/01/2019 13:30;9;10,6;45,1;5,78;;0,482
29/01/2019 14:30;15;12,55;44,61;5,79;8;0,46
29/01/2019 15:30;15;11,71;45,29;5,98;12;0,497
29/01/2019 16:30;19;17,1;40,66;6,31;10;0,508
29/01/2019 17:30;;12,63;41,98;6,46;;0,534
29/01/2019 18:30;24;15,55;35,71;6,66;8;0,556
29/01/2019 19:30;27;16,33;30,8;5,69;8;0,564
29/01/2019 20:30;18;8,11;25,79;4,02;10;0,543
29/01/2019 21:30;12;5,17;18,11;3,12;7;0,545
29/01/2019 22:30;16;2,69;11,23;1,9;10;0,577
29/01/2019 23:30;16;3,64;10,1;2,16;9;0,618
30/01/2019 00:30;8;2,62;4,46;1,14;;0,604
30/01/2019 01:30;8;1,14;5,59;1,15;;0,612
30/01/2019 02:30;11;0,59;5,37;1,03;6;0,577
30/01/2019 03:30;12;0,78;4,79;0,91;7;0,587
30/01/2019 04:30;8;0,96;4,26;0,88;5;0,579
30/01/2019 05:30;6;2,18;9,64;2,06;4;0,578
30/01/2019 06:30;11;9,62;12,42;3,96;6;0,655
30/01/2019 07:30;15;16,77;20,61;6,83;8;0,677
30/01/2019 08:30;16;12,96;24,1;6,82;9;0,677
30/01/2019 09:30;;13,77;26,69;6,77;;0,67
30/01/2019 10:30;18;11,09;36,42;6,22;7;0,6
30/01/2019 11:30;15;12,57;43,3;5,64;10;0,564
30/01/2019 12:30;14;11,73;38,25;5,67;8;0,514
30/01/2019 13:30;13;10,58;41,85;5,51;3;0,469
30/01/2019 14:30;17;14,17;53,23;5,81;3;0,456
30/01/2019 15:30;17;13,79;54,72;5,71;5;0,469
30/01/2019 16:30;;18,31;50,85;5,89;9;0,563
30/01/2019 17:30;36;43,28;49,11;8,45;14;0,755
30/01/2019 18:30;32;33,84;58,19;8,89;15;0,699
30/01/2019 19:30;28;38,99;32,16;7,04;13;0,821
30/01/2019 20:30;47;39,66;4,95;5,12;28;1,092
30/01/2019 21:30;25;11,05;16,27;3,87;;0,67
30/01/2019 22:30;16;4,4;11,67;2,28;;0,645
30/01/2019 23:30;20;6,3;9,79;2,27;7;0,674
31/01/2019 00:30;11;1,65;4,83;0,98;7;0,634
31/01/2019 01:30;14;0,91;4,55;0,89;9;0,632
31/01/2019 02:30;14;1,05;4,03;0,91;5;0,61
31/01/2019 03:30;10;1,07;3,91;0,87;6;0,602
31/01/2019 04:30;12;1,73;3,19;0,9;9;0,632
31/01/2019 05:30;34;8,26;3,41;2,33;18;0,773
31/01/2019 06:30;38;19,32;3,68;5,02;31;0,947
31/01/2019 07:30;39;;;;18;
31/01/2019 08:30;19;28,75;15,26;8,5;6;0,899
31/01/2019 09:30;17;17,91;25,09;7,71;11;0,711
31/01/2019 10:30;18;15,99;32,09;7,22;8;0,651
31/01/2019 11:30;19;17,63;41,99;6,81;6;0,61
31/01/2019 12:30;15;14,57;58,98;5,92;6;0,553
31/01/2019 13:30;14;18,94;65,2;5,85;8;0,555
31/01/2019 14:30;16;12,89;67,47;5,82;6;0,511
31/01/2019 15:30;;18,82;68,03;5,92;4;0,525
31/01/2019 16:30;22;35,75;61,16;6,95;6;0,527
31/01/2019 17:30;28;25,65;84,07;8,54;17;0,385
31/01/2019 18:30;21;24,39;57,18;8,41;14;0,395
31/01/2019 19:30;23;30,55;28,92;7,05;10;0,444
31/01/2019 20:30;28;23,23;23,04;5,09;12;0,465
31/01/2019 21:30;20;9,29;25,73;3,95;9;0,38
31/01/2019 22:30;20;3,24;16,69;2,29;9;0,37
31/01/2019 23:30;15;7,57;11,72;2,3;7;0,433
01/02/2019 00:30;19;3,05;5,96;1,15;8;0,441
01/02/2019 01:30;20;2,45;5,24;;7;0,428
01/02/2019 02:30;15;2,52;4,12;1,16;8;0,37
01/02/2019 03:30;9;0,77;5,41;1,16;6;0,318
01/02/2019 04:30;11;0,58;5,34;1,14;9;0,305
01/02/2019 05:30;8;1,79;12,57;2,66;;0,318
01/02/2019 06:30;9;7,25;20,1;4,95;6;0,362
01/02/2019 07:30;14;17,87;29,19;8,72;5;0,448
01/02/2019 08:30;15;14,58;28,95;8,5;8;0,48
01/02/2019 09:30;20;14,19;29,49;7,8;9;0,441
01/02/2019 10:30;18;15,09;35,02;7,33;11;0,433
01/02/2019 11:30;16;13,06;48,04;7,36;12;0,391
01/02/2019 12:30;;15,98;47,08;7,62;9;0,39
01/02/2019 13:30;13;13,26;46,76;7,95;6;0,362
01/02/2019 14:30;21;10,55;48,85;9,04;6;0,277
01/02/2019 15:30;;13,83;47,04;9,52;5;0,28
01/02/2019 16:30;21;13,55;52,95;9,65;4;0,241
01/02/2019 17:30;;14,69;61,27;10,55;;0,232
01/02/2019 18:30;22;17,36;52,81;10,55;8;0,324
01/02/2019 19:30;;10,87;41,89;8,77;4;0,417
01/02/2019 20:30;18;8,27;31,1;6,24;2;0,543
01/02/2019 21:30;22;4,71;26,48;4,26;2;0,577
01/02/2019 22:30;30;3,51;13,49;2,31;6;0,641
01/02/2019 23:30;;4,7;11,24;2,3;5;0,628
02/02/2019 00:30;22;2,7;4,07;;6;0,619
02/02/2019 01:30;20;1,11;4,87;1,15;4;0,517
02/02/2019 02:30;16;0,77;4,67;1,15;2;0,468
02/02/2019 03:30;9;0,49;4,48;1,11;1;0,438
02/02/2019 04:30;6;0,38;4,38;1,03;2;0,42
02/02/2019 05:30;12;1,2;9,69;2,25;3;0,42
02/02/2019 06:30;11;5,28;15,33;4,19;6;0,427
02/02/2019 07:30;16;12,22;23,75;7,24;5;0,48
02/02/2019 08:30;23;8,14;28,51;8,2;3;0,43
02/02/2019 09:30;14;9,33;28,05;7,72;11;0,468
02/02/2019 10:30;18;9,38;31,61;7,33;15;0,443
02/02/2019 11:30;15;11,16;33,73;7,3;10;0,441
02/02/2019 12:30;;10,28;40,61;7,48;6;0,394
02/02/2019 13:30;15;9,77;45,42;7,77;14;0,384
02/02/2019 14:30;;11,29;48,37;9,38;12;0,41
02/02/2019 15:30;17;10,27;51,47;9,5;;0,463
02/02/2019 16:30;;15,62;53,33;9,68;7;0,541
02/02/2019 17:30;22;22,32;55,11;10,68;7;0,624
02/02/2019 18:30;;28,61;41,53;10,39;5;0,704
02/02/2019 19:30;20;22,88;32,19;8,67;6;0,672
02/02/2019 20:30;;10,96;27,25;5,5;5;0,646
02/02/2019 21:30;23;5,98;23,91;3,95;4;0,628
02/02/2019 22:30;19;2,69;12,9;2,29;4;0,612
02/02/2019 23:30;;3,14;9,74;2,3;9;0,598
03/02/2019 00:30;18;1,72;4,22;;5;0,59
03/02/2019 01:30;12;1,08;4,33;;1;0,556
03/02/2019 02:30;12;0,72;4,11;1,15;3;0,518
03/02/2019 03:30;17;0,73;4,03;1,15;4;0,527
03/02/2019 04:30;6;0,81;3,68;1,13;5;0,503
03/02/2019 05:30;12;3,83;6;2,54;8;0,53
03/02/2019 06:30;10;10,16;7,63;4,71;5;0,549
03/02/2019 07:30;14;16,1;16,82;7,79;6;0,571
03/02/2019 08:30;14;13,67;24,53;8,42;7;0,534
03/02/2019 09:30;8;10,82;30,12;7,76;6;0,461
03/02/2019 10:30;16;9,69;40,12;7,29;5;0,432
03/02/2019 11:30;;10,34;60,24;7,44;8;0,438
03/02/2019 12:30;23;16,39;82,73;11,53;15;0,475
03/02/2019 13:30;;15,66;88,84;16,08;20;0,478
03/02/2019 14:30;;15,23;87,85;11,79;16;0,539
03/02/2019 15:30;30;18,03;91,16;11,48;19;0,548
03/02/2019 16:30;;19,49;88,72;11,44;12;0,615
03/02/2019 17:30;;17,06;64,63;10,68;12;0,607
03/02/2019 18:30;20;24,83;50,91;10,35;8;0,686
03/02/2019 19:30;;20,06;46,02;8,57;9;0,718
03/02/2019 20:30;19;7,62;35,48;5,11;7;0,622
03/02/2019 21:30;21;3,77;25,5;3,97;6;0,585
03/02/2019 22:30;21;1,6;14,98;2,29;10;0,556
03/02/2019 23:30;;2,25;14,11;2,28;7;0,562
04/02/2019 00:30;21;1,28;7,63;1,14;10;0,559
04/02/2019 01:30;22;2,33;5,51;;10;0,598
04/02/2019 02:30;17;0,82;6,46;1,15;7;0,501
04/02/2019 03:30;18;0,61;6,11;1,15;13;0,484
04/02/2019 04:30;;2,31;5,12;1,58;27;0,533
04/02/2019 05:30;17;3,82;15,87;2,85;6;0,522
04/02/2019 06:30;17;16,62;21,52;5,09;4;0,65
04/02/2019 07:30;14;30,6;31,43;7,79;6;0,669
04/02/2019 08:30;16;18,27;39,99;6,58;8;0,566
04/02/2019 09:30;23;34,02;23,59;6,27;12;0,706
04/02/2019 10:30;24;28,03;30,81;5,91;14;0,651
04/02/2019 11:30;21;20,61;30,14;5,67;8;0,612
04/02/2019 12:30;23;23,6;33,04;6,98;7;0,665
04/02/2019 13:30;21;21,11;33,68;7,41;10;0,537
04/02/2019 14:30;29;22,06;35,4;7,74;12;0,505
04/02/2019 15:30;28;25,49;49,02;7,72;19;0,484
04/02/2019 16:30;35;23,61;64,77;8,14;12;0,417
04/02/2019 17:30;38;36,85;73,23;11,99;16;0,499
04/02/2019 18:30;;28,06;57,03;10,64;10;0,489
04/02/2019 19:30;30;35,16;34,87;8,35;13;0,643
04/02/2019 20:30;27;19,58;26,32;5,14;17;0,598
04/02/2019 21:30;11;9,97;19,79;3,99;9;0,516
04/02/2019 22:30;13;4,71;11,58;2,31;8;0,506
04/02/2019 23:30;;4,23;11,42;2,31;10;0,486
05/02/2019 00:30;13;1,32;6,9;1,16;6;0,445
05/02/2019 01:30;15;1,64;6,73;1,09;6;0,407
05/02/2019 02:30;;0,64;8,16;0,93;;0,383
05/02/2019 03:30;17;0,61;8,02;0,87;11;0,371
05/02/2019 04:30;13;0,53;7,84;0,87;;0,34
05/02/2019 05:30;;3,66;16,78;2,07;;0,353
05/02/2019 06:30;12;7,39;29,97;3,98;8;0,377
05/02/2019 07:30;14;15,14;45,48;6,77;10;0,416
05/02/2019 08:30;13;12,29;49,38;6,42;9;0,417
05/02/2019 09:30;17;10,45;49,08;6,21;10;0,405
05/02/2019 10:30;21;14,77;45,22;6,93;19;0,475
05/02/2019 11:30;;16,65;50,01;7,31;13;0,435
05/02/2019 12:30;22;20,15;60,26;7,53;10;0,456
05/02/2019 13:30;25;18,57;67,23;7,4;11;0,472
05/02/2019 14:30;;20,96;66,18;7,72;7;0,52
05/02/2019 15:30;28;22,11;59,87;7,71;10;0,578
05/02/2019 16:30;;24,67;58,32;7,86;9;0,619
05/02/2019 17:30;28;35,41;57,02;8,59;11;0,746
05/02/2019 18:30;;24,56;60,6;8,43;10;0,659
05/02/2019 19:30;40;33,79;31,79;7,13;15;0,783
05/02/2019 20:30;26;15,99;27,3;4,53;9;0,661
05/02/2019 21:30;16;6,34;28,17;3,04;7;0,565
05/02/2019 22:30;;2,53;15,21;1,74;;0,522
05/02/2019 23:30;8;2,49;12,81;1,75;5;0,512
06/02/2019 00:30;14;2,44;4,39;0,87;7;0,533
06/02/2019 01:30;13;2,35;4,2;;7;0,504
06/02/2019 02:30;9;2,16;4,06;;4;0,501
06/02/2019 03:30;8;1,07;5,71;0,88;1;0,445
06/02/2019 04:30;15;1,41;4,09;0,88;5;0,449
06/02/2019 05:30;11;4,84;9,22;2,08;9;0,435
06/02/2019 06:30;17;16,76;16,9;4,04;8;0,548
06/02/2019 07:30;16;20,71;38,59;6,79;9;0,505
06/02/2019 08:30;20;28,46;28,59;6,44;14;0,578
06/02/2019 09:30;;25,55;24,71;5,97;;0,57
06/02/2019 10:30;15;19,22;30,45;5,69;7;0,543
06/02/2019 11:30;17;18,05;36,46;5,81;5;0,499
06/02/2019 12:30;22;24,17;37,57;7,23;13;0,521
06/02/2019 13:30;20;17,46;49,96;7,45;10;0,444
06/02/2019 14:30;10;12,59;48,27;7,82;6;0,351
06/02/2019 15:30;22;25,47;28,96;7,86;12;0,465
06/02/2019 16:30;14;28,26;20,7;7,81;12;0,583
06/02/2019 17:30;23;26,75;28,08;7,15;8;0,607
06/02/2019 18:30;28;29,78;21,99;7,22;11;0,672
06/02/2019 19:30;19;36,49;3,94;5,97;11;0,811
06/02/2019 20:30;6;19,18;8,07;4,01;;0,617
06/02/2019 21:30;9;15,35;5,2;3,09;5;0,672
06/02/2019 22:30;41;10,63;0,88;1,79;13;0,752
06/02/2019 23:30;20;9,18;1,28;1,76;11;0,608
07/02/2019 00:30;;2,18;3,13;;;0,429
07/02/2019 01:30;;0,93;3,95;;;0,364
07/02/2019 02:30;7;1,1;3,46;;4;0,367
07/02/2019 03:30;7;0,97;3,34;0,88;3;0,353
07/02/2019 04:30;8;2,16;2,19;0,88;7;0,376
07/02/2019 05:30;27;8,25;2,65;2,08;5;0,452
07/02/2019 06:30;37;19,67;1,79;4,17;15;0,815
07/02/2019 07:30;50;38,88;1,69;7,56;19;1,124
07/02/2019 08:30;22;34,71;4,25;7,14;11;0,907
07/02/2019 09:30;18;32,42;;;16;1,556
07/02/2019 10:30;17;30,8;7,67;5,7;10;
07/02/2019 11:30;11;;9,8;5,67;10;1,259
07/02/2019 12:30;14;30,25;10,74;;8;1,218
07/02/2019 13:30;17;33,89;8,15;6,82;8;1,236
07/02/2019 14:30;13;29,15;15,74;7,67;5;1,053
07/02/2019 15:30;;;;;;
07/02/2019 16:30;38;34,71;21,2;7,99;13;1,076
07/02/2019 17:30;30;36,32;29,54;8,76;16;0,999
07/02/2019 18:30;32;44,24;22,16;9,09;10;1,114
07/02/2019 19:30;24;43,05;9,86;7,97;12;1,117
07/02/2019 20:30;27;33,66;1,36;5,34;14;1,269
07/02/2019 21:30;25;25,6;;4,16;11;1,399
07/02/2019 22:30;37;12,51;;2,43;15;1,638
07/02/2019 23:30;25;9,24;1,08;2,35;10;1,25
08/02/2019 00:30;24;4,64;0,11;1,18;12;1,257
08/02/2019 01:30;7;4,28;;1,17;;1,11
08/02/2019 02:30;8;3,93;0,19;1,17;;0,961
08/02/2019 03:30;14;3,16;0,32;1,18;6;0,919
08/02/2019 04:30;13;2,07;0,87;1,18;6;0,876
08/02/2019 05:30;19;6,62;1,02;2,78;7;0,864
08/02/2019 06:30;27;14,17;;5,36;17;1,111
08/02/2019 07:30;43;32,27;0,92;9,08;15;1,367
08/02/2019 08:30;23;34,86;9,99;8,51;17;1,209
08/02/2019 09:30;17;20,56;24,98;8,68;12;0,88
08/02/2019 10:30;;18,35;31,5;9,25;11;0,812
08/02/2019 11:30;;21,84;43,08;9,22;15;0,817
08/02/2019 12:30;36;28;53,77;10,71;17;0,835
08/02/2019 13:30;;28,11;55,33;11,3;15;0,891
08/02/2019 14:30;;24,77;46,4;11,67;12;0,93
08/02/2019 15:30;28;29,41;;13,48;9;1,084
